order_id,customer_id,order_date,product,quantity,discount_pct,revenue,is_first_order
ORD004222,CUST03029,2025-05-06,Niacinamide Serum,1,0,19.0,False
ORD004223,CUST03030,2024-12-28,Vitamin C Serum,1,0,22.0,True
ORD004224,CUST03031,2024-06-04,Eye Cream,1,20,20.8,True
ORD004225,CUST03031,2024-06-18,Face Mask Set,1,15,17.0,False
ORD004226,CUST03031,2024-08-11,Vitamin C Serum,1,10,19.8,False
ORD004227,CUST03032,2024-10-10,Eye Cream,1,0,26.0,True
ORD004228,CUST03032,2024-11-06,SPF 50 Sunscreen,1,0,24.0,False
ORD004229,CUST03033,2025-03-11,SPF 50 Sunscreen,2,0,48.0,True
ORD004230,CUST03034,2024-04-03,Face Mask Set,2,0,40.0,True
ORD004231,CUST03035,2024-07-13,Niacinamide Serum,1,25,14.25,True
ORD004232,CUST03036,2024-07-12,Hydrating Moisturizer,3,15,71.4,True
ORD004233,CUST03037,2024-10-17,SPF 50 Sunscreen,1,0,24.0,True
ORD004234,CUST03037,2024-12-11,SPF 50 Sunscreen,2,10,43.2,False
ORD004235,CUST03038,2025-07-19,Eye Cream,3,25,58.5,True
ORD004236,CUST03039,2024-03-14,Retinol Night Cream,1,0,32.0,True
ORD004237,CUST03040,2024-11-20,Niacinamide Serum,3,25,42.75,True
ORD004238,CUST03040,2024-12-04,Niacinamide Serum,1,0,19.0,False
ORD004239,CUST03041,2024-05-23,Face Mask Set,2,0,40.0,True
ORD004240,CUST03042,2025-07-16,SPF 50 Sunscreen,2,0,48.0,True
ORD004241,CUST03043,2024-04-10,Vitamin C Serum,1,0,22.0,True
ORD004242,CUST03044,2024-10-02,SPF 50 Sunscreen,1,0,24.0,True
ORD004243,CUST03045,2025-03-04,Retinol Night Cream,1,15,27.2,True
ORD004244,CUST03045,2025-05-04,SPF 50 Sunscreen,1,0,24.0,False
ORD004245,CUST03046,2025-02-12,Retinol Night Cream,2,25,48.0,True
ORD004246,CUST03046,2025-03-22,Eye Cream,1,20,20.8,False
ORD004247,CUST03047,2024-10-12,Face Mask Set,1,0,20.0,True
ORD004248,CUST03048,2024-08-26,Gentle Cleanser,1,0,16.0,True
ORD004249,CUST03048,2024-09-09,Retinol Night Cream,2,0,64.0,False
ORD004250,CUST03048,2024-09-23,Gentle Cleanser,1,0,16.0,False
ORD004251,CUST03048,2025-04-13,Vitamin C Serum,1,0,22.0,False
ORD004252,CUST03049,2024-09-28,Niacinamide Serum,2,0,38.0,True
ORD004253,CUST03049,2024-12-03,Gentle Cleanser,2,0,32.0,False
ORD004254,CUST03050,2024-07-04,Retinol Night Cream,1,15,27.2,True
ORD004255,CUST03051,2024-06-07,SPF 50 Sunscreen,2,0,48.0,True
ORD004256,CUST03052,2024-11-11,Eye Cream,1,25,19.5,True
ORD004257,CUST03053,2024-07-07,Niacinamide Serum,1,0,19.0,True
ORD004258,CUST03054,2024-07-19,Hydrating Moisturizer,2,0,56.0,True
ORD004259,CUST03055,2025-01-08,Niacinamide Serum,1,0,19.0,True
ORD004260,CUST03055,2025-01-22,Vitamin C Serum,2,0,44.0,False
ORD004261,CUST03056,2025-07-14,Eye Cream,2,10,46.8,True
ORD004262,CUST03057,2024-12-15,SPF 50 Sunscreen,2,10,43.2,True
ORD004263,CUST03057,2025-04-07,Hydrating Moisturizer,3,0,84.0,False
ORD004264,CUST03058,2024-03-19,Vitamin C Serum,1,0,22.0,True
ORD004265,CUST03059,2024-03-21,Hydrating Moisturizer,3,0,84.0,True
ORD004266,CUST03060,2025-07-03,SPF 50 Sunscreen,2,0,48.0,True
ORD004267,CUST03061,2024-07-23,Retinol Night Cream,1,0,32.0,True
ORD004268,CUST03062,2024-03-29,Retinol Night Cream,1,20,25.6,True
ORD004269,CUST03062,2024-04-17,Hydrating Moisturizer,3,0,84.0,False
ORD004270,CUST03062,2024-08-07,SPF 50 Sunscreen,1,10,21.6,False
ORD004271,CUST03063,2024-12-15,Vitamin C Serum,1,0,22.0,True
ORD004272,CUST03064,2024-12-26,Hydrating Moisturizer,1,0,28.0,True
ORD004273,CUST03065,2025-01-05,Hydrating Moisturizer,2,0,56.0,True
ORD004274,CUST03066,2024-07-03,Hydrating Moisturizer,1,0,28.0,True
ORD004275,CUST03068,2025-07-10,Niacinamide Serum,1,0,19.0,True
ORD004276,CUST03069,2024-06-28,SPF 50 Sunscreen,1,0,24.0,True
ORD004277,CUST03069,2024-07-12,Retinol Night Cream,1,20,25.6,False
ORD004278,CUST03070,2025-01-25,SPF 50 Sunscreen,2,0,48.0,True
ORD004279,CUST03071,2025-02-14,Gentle Cleanser,2,25,24.0,True
ORD004280,CUST03071,2025-03-15,Gentle Cleanser,1,0,16.0,False
ORD004281,CUST03072,2024-12-20,Eye Cream,1,0,26.0,True
ORD004282,CUST03072,2025-01-03,Hydrating Moisturizer,1,25,21.0,False
ORD004283,CUST03072,2025-01-18,Vitamin C Serum,2,0,44.0,False
ORD004284,CUST03073,2024-08-02,Vitamin C Serum,1,0,22.0,True
ORD004285,CUST03074,2024-07-06,Eye Cream,3,0,78.0,True
ORD004286,CUST03076,2025-05-22,Hydrating Moisturizer,1,0,28.0,True
ORD004287,CUST03077,2025-06-30,Vitamin C Serum,1,0,22.0,True
ORD004288,CUST03078,2024-04-08,Gentle Cleanser,1,10,14.4,True
ORD004289,CUST03079,2024-05-07,Face Mask Set,1,0,20.0,True
ORD004290,CUST03080,2025-06-29,Face Mask Set,1,0,20.0,True
ORD004291,CUST03081,2025-03-03,Face Mask Set,1,0,20.0,True
ORD004292,CUST03082,2025-05-29,Gentle Cleanser,2,25,24.0,True
ORD004293,CUST03083,2024-06-02,Vitamin C Serum,1,0,22.0,True
ORD004294,CUST03084,2024-12-12,Retinol Night Cream,1,0,32.0,True
ORD004295,CUST03084,2025-03-25,SPF 50 Sunscreen,1,10,21.6,False
ORD004296,CUST03085,2025-02-10,Niacinamide Serum,1,0,19.0,True
ORD004297,CUST03088,2024-02-11,SPF 50 Sunscreen,1,0,24.0,True
ORD004298,CUST03089,2024-12-07,Gentle Cleanser,3,10,43.2,True
ORD004299,CUST03090,2024-06-29,Niacinamide Serum,1,0,19.0,True
ORD004300,CUST03090,2024-07-19,Niacinamide Serum,2,0,38.0,False
ORD004301,CUST03090,2024-08-02,Eye Cream,3,0,78.0,False
ORD004302,CUST03091,2024-10-27,Gentle Cleanser,3,10,43.2,True
ORD004303,CUST03092,2025-07-07,SPF 50 Sunscreen,1,0,24.0,True
ORD004304,CUST03093,2024-09-26,Gentle Cleanser,1,0,16.0,True
ORD004305,CUST03095,2024-05-27,Hydrating Moisturizer,1,25,21.0,True
ORD004306,CUST03096,2025-01-21,Hydrating Moisturizer,2,0,56.0,True
ORD004307,CUST03098,2024-04-03,Hydrating Moisturizer,3,25,63.0,True
ORD004308,CUST03099,2024-02-08,Vitamin C Serum,1,0,22.0,True
ORD004309,CUST03099,2024-03-05,Gentle Cleanser,1,25,12.0,False
ORD004310,CUST03100,2024-10-19,Gentle Cleanser,1,0,16.0,True
ORD004311,CUST03100,2025-02-04,Eye Cream,1,0,26.0,False
ORD004312,CUST03101,2024-03-31,Gentle Cleanser,1,15,13.6,True
ORD004313,CUST03101,2024-05-04,Retinol Night Cream,1,0,32.0,False
ORD004314,CUST03102,2025-03-08,Niacinamide Serum,1,0,19.0,True
ORD004315,CUST03103,2025-06-16,Hydrating Moisturizer,1,20,22.4,True
ORD004316,CUST03104,2024-10-19,SPF 50 Sunscreen,1,0,24.0,True
ORD004317,CUST03105,2024-06-29,SPF 50 Sunscreen,1,0,24.0,True
ORD004318,CUST03106,2024-10-19,Gentle Cleanser,1,0,16.0,True
ORD004319,CUST03106,2024-12-06,Face Mask Set,2,20,32.0,False
ORD004320,CUST03107,2025-02-23,SPF 50 Sunscreen,1,0,24.0,True
ORD004321,CUST03107,2025-05-15,SPF 50 Sunscreen,2,0,48.0,False
ORD004322,CUST03108,2024-02-09,Hydrating Moisturizer,1,0,28.0,True
ORD004323,CUST03109,2024-12-11,Gentle Cleanser,1,0,16.0,True
ORD004324,CUST03113,2025-02-16,Gentle Cleanser,2,0,32.0,True
ORD004325,CUST03113,2025-03-02,Retinol Night Cream,1,25,24.0,False
ORD004326,CUST03114,2024-03-30,Eye Cream,1,0,26.0,True
ORD004327,CUST03114,2024-07-21,Eye Cream,1,0,26.0,False
ORD004328,CUST03115,2024-06-01,SPF 50 Sunscreen,2,20,38.4,True
ORD004329,CUST03116,2025-05-26,Gentle Cleanser,1,15,13.6,True
ORD004330,CUST03117,2025-03-04,Eye Cream,1,0,26.0,True
ORD004331,CUST03118,2024-02-12,Hydrating Moisturizer,2,25,42.0,True
ORD004332,CUST03119,2024-06-24,Face Mask Set,2,0,40.0,True
ORD004333,CUST03119,2024-08-04,Niacinamide Serum,1,0,19.0,False
ORD004334,CUST03119,2024-12-26,Eye Cream,1,0,26.0,False
ORD004335,CUST03121,2024-07-08,Gentle Cleanser,2,25,24.0,True
ORD004336,CUST03122,2024-06-25,SPF 50 Sunscreen,1,0,24.0,True
ORD004337,CUST03122,2025-01-24,Hydrating Moisturizer,1,10,25.2,False
ORD004338,CUST03123,2024-03-13,Retinol Night Cream,3,20,76.8,True
ORD004339,CUST03124,2024-11-03,Face Mask Set,2,0,40.0,True
ORD004340,CUST03124,2025-02-14,Vitamin C Serum,3,0,66.0,False
ORD004341,CUST03125,2025-03-02,Vitamin C Serum,1,0,22.0,True
ORD004342,CUST03126,2024-12-16,Retinol Night Cream,1,0,32.0,True
ORD004343,CUST03127,2025-01-20,Vitamin C Serum,2,0,44.0,True
ORD004344,CUST03128,2024-03-21,Eye Cream,1,0,26.0,True
ORD004345,CUST03129,2025-07-01,Vitamin C Serum,1,0,22.0,True
ORD004346,CUST03130,2025-05-02,Face Mask Set,1,15,17.0,True
ORD004347,CUST03131,2025-04-15,Face Mask Set,1,25,15.0,True
ORD004348,CUST03131,2025-07-30,SPF 50 Sunscreen,2,0,48.0,False
ORD004349,CUST03132,2025-04-25,SPF 50 Sunscreen,1,0,24.0,True
ORD004350,CUST03133,2025-06-24,Retinol Night Cream,1,20,25.6,True
ORD004351,CUST03134,2024-11-26,Gentle Cleanser,1,0,16.0,True
ORD004352,CUST03134,2025-01-10,Gentle Cleanser,2,0,32.0,False
ORD004353,CUST03135,2024-06-02,Gentle Cleanser,1,0,16.0,True
ORD004354,CUST03136,2024-12-23,Eye Cream,2,0,52.0,True
ORD004355,CUST03136,2025-01-14,Face Mask Set,1,10,18.0,False
ORD004356,CUST03137,2025-03-05,Hydrating Moisturizer,3,0,84.0,True
ORD004357,CUST03137,2025-06-28,Hydrating Moisturizer,2,0,56.0,False
ORD004358,CUST03138,2025-03-03,Eye Cream,1,15,22.1,True
ORD004359,CUST03139,2024-11-20,Niacinamide Serum,1,15,16.15,True
ORD004360,CUST03140,2024-03-14,SPF 50 Sunscreen,1,15,20.4,True
ORD004361,CUST03140,2024-03-28,Gentle Cleanser,3,15,40.8,False
ORD004362,CUST03141,2024-09-09,Retinol Night Cream,2,20,51.2,True
ORD004363,CUST03142,2025-06-19,Gentle Cleanser,1,20,12.8,True
ORD004364,CUST03142,2025-07-22,Eye Cream,1,25,19.5,False
ORD004365,CUST03143,2024-12-10,Vitamin C Serum,1,0,22.0,True
ORD004366,CUST03144,2024-11-24,SPF 50 Sunscreen,1,0,24.0,True
ORD004367,CUST03145,2024-07-07,SPF 50 Sunscreen,1,0,24.0,True
ORD004368,CUST03146,2024-09-08,SPF 50 Sunscreen,2,20,38.4,True
ORD004369,CUST03146,2024-09-22,Face Mask Set,1,0,20.0,False
ORD004370,CUST03147,2025-06-06,SPF 50 Sunscreen,1,15,20.4,True
ORD004371,CUST03148,2025-01-17,SPF 50 Sunscreen,3,0,72.0,True
ORD004372,CUST03148,2025-04-04,Gentle Cleanser,1,10,14.4,False
ORD004373,CUST03149,2025-04-03,Eye Cream,3,25,58.5,True
ORD004374,CUST03151,2024-12-26,Retinol Night Cream,1,0,32.0,True
ORD004375,CUST03152,2024-06-26,Hydrating Moisturizer,1,10,25.2,True
ORD004376,CUST03153,2025-02-11,Niacinamide Serum,1,15,16.15,True
ORD004377,CUST03154,2024-10-16,Hydrating Moisturizer,1,0,28.0,True
ORD004378,CUST03155,2024-10-24,Gentle Cleanser,3,15,40.8,True
ORD004379,CUST03155,2024-12-10,Niacinamide Serum,1,15,16.15,False
ORD004380,CUST03155,2025-02-05,Eye Cream,2,0,52.0,False
ORD004381,CUST03156,2025-01-04,Face Mask Set,1,0,20.0,True
ORD004382,CUST03157,2025-06-24,Eye Cream,1,0,26.0,True
ORD004383,CUST03158,2024-03-10,Hydrating Moisturizer,2,0,56.0,True
ORD004384,CUST03159,2025-04-24,SPF 50 Sunscreen,1,0,24.0,True
ORD004385,CUST03160,2024-07-20,Eye Cream,1,20,20.8,True
ORD004386,CUST03161,2024-10-24,SPF 50 Sunscreen,1,0,24.0,True
ORD004387,CUST03161,2024-11-22,Gentle Cleanser,1,0,16.0,False
ORD004388,CUST03162,2024-02-15,Hydrating Moisturizer,1,15,23.8,True
ORD004389,CUST03163,2024-07-27,Niacinamide Serum,1,15,16.15,True
ORD004390,CUST03164,2024-11-15,Vitamin C Serum,3,0,66.0,True
ORD004391,CUST03165,2024-03-09,Gentle Cleanser,1,0,16.0,True
ORD004392,CUST03165,2024-04-21,Eye Cream,1,0,26.0,False
ORD004393,CUST03166,2024-11-11,Hydrating Moisturizer,3,0,84.0,True
ORD004394,CUST03167,2025-06-21,Face Mask Set,1,15,17.0,True
ORD004395,CUST03169,2025-03-18,Gentle Cleanser,1,0,16.0,True
ORD004396,CUST03169,2025-04-05,SPF 50 Sunscreen,2,0,48.0,False
ORD004397,CUST03169,2025-05-29,SPF 50 Sunscreen,1,25,18.0,False
ORD004398,CUST03169,2025-07-13,Vitamin C Serum,1,0,22.0,False
ORD004399,CUST03170,2024-10-06,Eye Cream,1,0,26.0,True
ORD004400,CUST03172,2024-07-01,Eye Cream,1,0,26.0,True
ORD004401,CUST03172,2024-07-15,Hydrating Moisturizer,1,0,28.0,False
ORD004402,CUST03172,2024-07-29,Face Mask Set,1,0,20.0,False
ORD004403,CUST03172,2024-11-19,Eye Cream,2,0,52.0,False
ORD004404,CUST03172,2025-02-01,Retinol Night Cream,2,20,51.2,False
ORD004405,CUST03173,2024-05-11,Niacinamide Serum,1,0,19.0,True
ORD004406,CUST03173,2024-05-30,Vitamin C Serum,1,0,22.0,False
ORD004407,CUST03173,2024-09-10,Gentle Cleanser,1,0,16.0,False
ORD004408,CUST03173,2024-11-27,SPF 50 Sunscreen,3,0,72.0,False
ORD004409,CUST03173,2024-12-16,Retinol Night Cream,1,0,32.0,False
ORD004410,CUST03174,2024-05-10,Gentle Cleanser,1,20,12.8,True
ORD004411,CUST03175,2024-03-17,Vitamin C Serum,2,0,44.0,True
ORD004412,CUST03175,2024-04-03,Hydrating Moisturizer,1,0,28.0,False
ORD004413,CUST03175,2024-07-06,Vitamin C Serum,2,0,44.0,False
ORD004414,CUST03176,2024-05-24,Retinol Night Cream,2,0,64.0,True
ORD004415,CUST03176,2024-06-28,Gentle Cleanser,2,0,32.0,False
ORD004416,CUST03177,2025-01-13,Retinol Night Cream,1,15,27.2,True
ORD004417,CUST03179,2025-04-18,Retinol Night Cream,1,25,24.0,True
ORD004418,CUST03180,2025-01-29,Retinol Night Cream,2,0,64.0,True
ORD004419,CUST03181,2024-04-09,SPF 50 Sunscreen,1,0,24.0,True
ORD004420,CUST03182,2024-07-19,Face Mask Set,1,0,20.0,True
ORD004421,CUST03182,2024-08-09,Niacinamide Serum,1,25,14.25,False
ORD004422,CUST03182,2024-12-28,Gentle Cleanser,2,25,24.0,False
ORD004423,CUST03183,2024-07-30,Hydrating Moisturizer,1,25,21.0,True
ORD004424,CUST03183,2024-09-02,Eye Cream,1,15,22.1,False
ORD004425,CUST03183,2024-10-24,Vitamin C Serum,1,15,18.7,False
ORD004426,CUST03184,2024-06-28,Vitamin C Serum,1,0,22.0,True
ORD004427,CUST03185,2024-11-17,Gentle Cleanser,1,20,12.8,True
ORD004428,CUST03186,2024-11-23,Gentle Cleanser,2,25,24.0,True
ORD004429,CUST03186,2025-02-10,Vitamin C Serum,1,15,18.7,False
ORD004430,CUST03186,2025-04-02,Face Mask Set,2,0,40.0,False
ORD004431,CUST03187,2024-09-02,SPF 50 Sunscreen,1,0,24.0,True
ORD004432,CUST03188,2024-08-29,SPF 50 Sunscreen,3,25,54.0,True
ORD004433,CUST03188,2024-09-12,Eye Cream,1,0,26.0,False
ORD004434,CUST03188,2024-10-17,Hydrating Moisturizer,1,0,28.0,False
ORD004435,CUST03188,2024-12-13,Hydrating Moisturizer,3,0,84.0,False
ORD004436,CUST03189,2025-04-27,Retinol Night Cream,1,0,32.0,True
ORD004437,CUST03190,2025-04-02,SPF 50 Sunscreen,1,0,24.0,True
ORD004438,CUST03191,2024-07-29,Retinol Night Cream,2,10,57.6,True
ORD004439,CUST03192,2025-06-16,SPF 50 Sunscreen,2,0,48.0,True
ORD004440,CUST03193,2025-07-02,SPF 50 Sunscreen,1,0,24.0,True
ORD004441,CUST03194,2024-08-11,Retinol Night Cream,1,15,27.2,True
ORD004442,CUST03195,2024-09-01,Retinol Night Cream,1,0,32.0,True
ORD004443,CUST03196,2024-11-17,SPF 50 Sunscreen,2,0,48.0,True
ORD004444,CUST03197,2025-06-29,Face Mask Set,1,15,17.0,True
ORD004445,CUST03198,2025-05-25,Face Mask Set,1,0,20.0,True
ORD004446,CUST03199,2024-04-06,Hydrating Moisturizer,1,20,22.4,True
ORD004447,CUST03199,2024-04-20,Retinol Night Cream,3,0,96.0,False
ORD004448,CUST03199,2024-05-16,Vitamin C Serum,2,0,44.0,False
ORD004449,CUST03200,2024-09-22,Niacinamide Serum,1,15,16.15,True
ORD004450,CUST03201,2024-11-27,Gentle Cleanser,1,0,16.0,True
ORD004451,CUST03201,2024-12-20,Eye Cream,1,0,26.0,False
ORD004452,CUST03203,2024-05-30,Niacinamide Serum,3,20,45.6,True
ORD004453,CUST03204,2025-05-16,SPF 50 Sunscreen,1,25,18.0,True
ORD004454,CUST03205,2025-01-25,Niacinamide Serum,1,0,19.0,True
ORD004455,CUST03205,2025-05-21,SPF 50 Sunscreen,1,0,24.0,False
ORD004456,CUST03205,2025-06-04,SPF 50 Sunscreen,1,15,20.4,False
ORD004457,CUST03206,2025-05-05,Eye Cream,2,0,52.0,True
ORD004458,CUST03206,2025-05-19,Eye Cream,1,0,26.0,False
ORD004459,CUST03207,2025-05-14,Gentle Cleanser,1,0,16.0,True
ORD004460,CUST03208,2025-03-08,Vitamin C Serum,2,20,35.2,True
ORD004461,CUST03210,2024-12-18,Niacinamide Serum,2,0,38.0,True
ORD004462,CUST03211,2024-05-10,Hydrating Moisturizer,1,10,25.2,True
ORD004463,CUST03212,2025-01-23,Gentle Cleanser,1,0,16.0,True
ORD004464,CUST03212,2025-02-21,SPF 50 Sunscreen,1,0,24.0,False
ORD004465,CUST03214,2025-02-03,Gentle Cleanser,2,10,28.8,True
ORD004466,CUST03215,2024-06-16,Face Mask Set,2,0,40.0,True
ORD004467,CUST03217,2024-05-11,Niacinamide Serum,3,0,57.0,True
ORD004468,CUST03217,2024-06-29,Gentle Cleanser,1,0,16.0,False
ORD004469,CUST03217,2024-07-13,Hydrating Moisturizer,2,15,47.6,False
ORD004470,CUST03217,2024-12-15,Vitamin C Serum,1,10,19.8,False
ORD004471,CUST03218,2024-02-03,Niacinamide Serum,1,0,19.0,True
ORD004472,CUST03219,2025-02-20,SPF 50 Sunscreen,1,0,24.0,True
ORD004473,CUST03219,2025-05-21,Face Mask Set,2,0,40.0,False
ORD004474,CUST03220,2025-03-01,Face Mask Set,1,25,15.0,True
ORD004475,CUST03222,2024-05-10,Retinol Night Cream,1,0,32.0,True
ORD004476,CUST03223,2024-03-25,Retinol Night Cream,1,25,24.0,True
ORD004477,CUST03224,2024-02-14,Niacinamide Serum,2,10,34.2,True
ORD004478,CUST03224,2024-02-28,Retinol Night Cream,2,0,64.0,False
ORD004479,CUST03225,2024-05-13,Hydrating Moisturizer,1,0,28.0,True
ORD004480,CUST03226,2025-06-03,Hydrating Moisturizer,1,10,25.2,True
ORD004481,CUST03227,2024-06-22,SPF 50 Sunscreen,1,0,24.0,True
ORD004482,CUST03228,2024-08-30,Hydrating Moisturizer,2,0,56.0,True
ORD004483,CUST03229,2024-04-06,Vitamin C Serum,1,0,22.0,True
ORD004484,CUST03231,2024-11-20,Gentle Cleanser,1,15,13.6,True
ORD004485,CUST03232,2024-12-18,Niacinamide Serum,1,0,19.0,True
ORD004486,CUST03232,2025-01-26,Vitamin C Serum,1,0,22.0,False
ORD004487,CUST03234,2024-03-07,Eye Cream,1,15,22.1,True
ORD004488,CUST03237,2024-06-12,Gentle Cleanser,3,25,36.0,True
ORD004489,CUST03238,2025-07-07,Hydrating Moisturizer,1,20,22.4,True
ORD004490,CUST03239,2024-12-22,Niacinamide Serum,1,0,19.0,True
ORD004491,CUST03239,2025-01-05,Gentle Cleanser,1,20,12.8,False
ORD004492,CUST03239,2025-01-26,Niacinamide Serum,1,0,19.0,False
ORD004493,CUST03240,2024-11-30,Hydrating Moisturizer,1,0,28.0,True
ORD004494,CUST03240,2025-02-22,Retinol Night Cream,2,0,64.0,False
ORD004495,CUST03240,2025-03-30,Retinol Night Cream,2,15,54.4,False
ORD004496,CUST03240,2025-04-21,Niacinamide Serum,2,0,38.0,False
ORD004497,CUST03241,2024-10-06,Niacinamide Serum,2,0,38.0,True
ORD004498,CUST03243,2024-11-26,Hydrating Moisturizer,1,0,28.0,True
ORD004499,CUST03244,2025-02-05,Niacinamide Serum,1,0,19.0,True
ORD004500,CUST03244,2025-02-19,SPF 50 Sunscreen,2,0,48.0,False
ORD004501,CUST03244,2025-03-05,Eye Cream,1,0,26.0,False
ORD004502,CUST03245,2025-02-10,Hydrating Moisturizer,2,0,56.0,True
ORD004503,CUST03246,2024-05-16,Eye Cream,1,10,23.4,True
ORD004504,CUST03247,2024-11-12,Niacinamide Serum,1,0,19.0,True
ORD004505,CUST03248,2024-10-06,Face Mask Set,3,15,51.0,True
ORD004506,CUST03249,2025-05-23,Face Mask Set,2,10,36.0,True
ORD004507,CUST03249,2025-06-06,Vitamin C Serum,1,0,22.0,False
ORD004508,CUST03250,2024-12-29,Vitamin C Serum,1,10,19.8,True
ORD004509,CUST03250,2025-01-12,SPF 50 Sunscreen,1,20,19.2,False
ORD004510,CUST03250,2025-01-26,Niacinamide Serum,1,0,19.0,False
ORD004511,CUST03251,2024-11-23,Vitamin C Serum,1,25,16.5,True
ORD004512,CUST03252,2024-04-13,Eye Cream,1,0,26.0,True
ORD004513,CUST03252,2024-10-23,Vitamin C Serum,2,0,44.0,False
ORD004514,CUST03253,2024-12-19,SPF 50 Sunscreen,1,10,21.6,True
ORD004515,CUST03254,2024-04-14,SPF 50 Sunscreen,1,0,24.0,True
ORD004516,CUST03254,2024-07-10,Eye Cream,1,10,23.4,False
ORD004517,CUST03254,2024-08-28,Eye Cream,2,20,41.6,False
ORD004518,CUST03255,2024-08-20,Niacinamide Serum,2,0,38.0,True
ORD004519,CUST03257,2025-02-03,Hydrating Moisturizer,1,25,21.0,True
ORD004520,CUST03258,2024-06-05,Retinol Night Cream,2,20,51.2,True
ORD004521,CUST03259,2024-09-24,Face Mask Set,1,0,20.0,True
ORD004522,CUST03260,2025-06-08,SPF 50 Sunscreen,2,0,48.0,True
ORD004523,CUST03261,2024-06-03,Retinol Night Cream,1,0,32.0,True
ORD004524,CUST03261,2024-06-17,Hydrating Moisturizer,1,0,28.0,False
ORD004525,CUST03262,2024-11-15,Vitamin C Serum,1,25,16.5,True
ORD004526,CUST03263,2024-10-12,SPF 50 Sunscreen,2,0,48.0,True
ORD004527,CUST03263,2024-10-26,Retinol Night Cream,2,0,64.0,False
ORD004528,CUST03263,2025-03-21,Vitamin C Serum,2,0,44.0,False
ORD004529,CUST03263,2025-05-27,Vitamin C Serum,2,0,44.0,False
ORD004530,CUST03263,2025-06-18,Face Mask Set,1,0,20.0,False
ORD004531,CUST03263,2025-07-15,Niacinamide Serum,2,0,38.0,False
ORD004532,CUST03265,2025-04-06,Eye Cream,1,0,26.0,True
ORD004533,CUST03265,2025-06-06,Face Mask Set,1,0,20.0,False
ORD004534,CUST03266,2024-03-14,Hydrating Moisturizer,1,0,28.0,True
ORD004535,CUST03267,2024-11-05,SPF 50 Sunscreen,2,0,48.0,True
ORD004536,CUST03268,2024-11-30,Eye Cream,1,0,26.0,True
ORD004537,CUST03269,2024-12-27,Hydrating Moisturizer,1,0,28.0,True
ORD004538,CUST03270,2025-02-01,Retinol Night Cream,1,0,32.0,True
ORD004539,CUST03270,2025-04-21,Eye Cream,1,0,26.0,False
ORD004540,CUST03271,2024-06-27,Retinol Night Cream,1,0,32.0,True
ORD004541,CUST03272,2024-02-10,SPF 50 Sunscreen,1,0,24.0,True
ORD004542,CUST03273,2025-02-21,SPF 50 Sunscreen,1,10,21.6,True
ORD004543,CUST03273,2025-03-22,Vitamin C Serum,1,0,22.0,False
ORD004544,CUST03274,2024-11-24,Vitamin C Serum,1,0,22.0,True
ORD004545,CUST03275,2025-05-04,Vitamin C Serum,1,0,22.0,True
ORD004546,CUST03275,2025-06-10,Face Mask Set,1,0,20.0,False
ORD004547,CUST03276,2025-04-22,Vitamin C Serum,1,0,22.0,True
ORD004548,CUST03277,2025-05-05,Hydrating Moisturizer,2,0,56.0,True
ORD004549,CUST03277,2025-06-22,Hydrating Moisturizer,1,25,21.0,False
ORD004550,CUST03277,2025-07-15,Retinol Night Cream,1,0,32.0,False
ORD004551,CUST03278,2024-11-11,Eye Cream,1,0,26.0,True
ORD004552,CUST03279,2024-08-18,Face Mask Set,2,0,40.0,True
ORD004553,CUST03280,2025-04-05,Retinol Night Cream,3,0,96.0,True
ORD004554,CUST03281,2024-10-28,Face Mask Set,3,0,60.0,True
ORD004555,CUST03281,2024-12-29,Hydrating Moisturizer,2,15,47.6,False
ORD004556,CUST03281,2025-01-21,Retinol Night Cream,1,25,24.0,False
ORD004557,CUST03282,2024-05-25,Face Mask Set,1,0,20.0,True
ORD004558,CUST03282,2024-06-23,Gentle Cleanser,1,0,16.0,False
ORD004559,CUST03282,2024-07-07,Hydrating Moisturizer,1,0,28.0,False
ORD004560,CUST03283,2025-05-15,Gentle Cleanser,2,10,28.8,True
ORD004561,CUST03283,2025-06-15,SPF 50 Sunscreen,1,20,19.2,False
ORD004562,CUST03284,2025-05-29,Retinol Night Cream,2,15,54.4,True
ORD004563,CUST03285,2024-11-05,Niacinamide Serum,1,0,19.0,True
ORD004564,CUST03285,2024-11-19,Hydrating Moisturizer,3,20,67.2,False
ORD004565,CUST03286,2024-03-20,Gentle Cleanser,2,0,32.0,True
ORD004566,CUST03286,2024-07-31,Niacinamide Serum,1,0,19.0,False
ORD004567,CUST03286,2024-08-14,Face Mask Set,3,0,60.0,False
ORD004568,CUST03287,2024-09-19,Retinol Night Cream,1,0,32.0,True
ORD004569,CUST03287,2025-03-10,Retinol Night Cream,2,0,64.0,False
ORD004570,CUST03287,2025-04-02,Niacinamide Serum,2,0,38.0,False
ORD004571,CUST03289,2025-06-10,Eye Cream,1,0,26.0,True
ORD004572,CUST03289,2025-07-18,SPF 50 Sunscreen,1,0,24.0,False
ORD004573,CUST03290,2024-06-03,Hydrating Moisturizer,2,0,56.0,True
ORD004574,CUST03291,2024-03-14,Face Mask Set,1,0,20.0,True
ORD004575,CUST03291,2024-04-04,Hydrating Moisturizer,1,20,22.4,False
ORD004576,CUST03292,2025-05-27,Eye Cream,1,10,23.4,True
ORD004577,CUST03293,2024-09-20,Gentle Cleanser,1,10,14.4,True
