customer_id,signup_date,acquisition_channel,country,age_band,gender
CUST02667,2024-04-24,Google Ads,Kuwait,45-54,Female
CUST02668,2025-01-04,Email/Referral,UAE,25-34,Male
CUST02669,2025-03-02,Meta Ads,Saudi Arabia,18-24,Female
CUST02670,2024-08-02,Email/Referral,Saudi Arabia,18-24,Female
CUST02671,2024-12-31,Google Ads,Saudi Arabia,18-24,Female
CUST02672,2024-09-24,Meta Ads,Saudi Arabia,25-34,Female
CUST02673,2025-02-15,Influencer,Kuwait,25-34,Male
CUST02674,2024-06-01,Email/Referral,India,25-34,Female
CUST02675,2025-06-02,Google Ads,UAE,25-34,Female
CUST02676,2024-07-16,Meta Ads,UAE,35-44,Female
CUST02677,2024-09-07,Meta Ads,UAE,35-44,Female
CUST02678,2024-03-07,Organic/SEO,Saudi Arabia,35-44,Female
CUST02679,2024-04-08,Meta Ads,USA,45-54,Female
CUST02680,2024-11-17,Google Ads,UAE,35-44,Other
CUST02681,2024-07-04,Meta Ads,USA,18-24,Female
CUST02682,2025-04-30,Email/Referral,Saudi Arabia,45-54,Female
CUST02683,2024-02-09,Google Ads,Saudi Arabia,35-44,Female
CUST02684,2024-09-14,Google Ads,UAE,25-34,Female
CUST02685,2024-08-18,Google Ads,Saudi Arabia,25-34,Female
CUST02686,2024-02-12,Google Ads,Kuwait,45-54,Male
CUST02687,2024-04-16,Email/Referral,USA,35-44,Male
CUST02688,2024-10-05,Influencer,Saudi Arabia,35-44,Female
CUST02689,2024-11-10,Influencer,Saudi Arabia,25-34,Female
CUST02690,2024-09-29,Google Ads,Saudi Arabia,35-44,Female
CUST02691,2024-11-21,Meta Ads,India,55+,Male
CUST02692,2024-12-12,Google Ads,UAE,35-44,Female
CUST02693,2024-02-07,Google Ads,India,18-24,Female
CUST02694,2024-11-03,Meta Ads,Saudi Arabia,25-34,Male
CUST02695,2025-07-08,Influencer,UAE,25-34,Female
CUST02696,2024-11-18,Meta Ads,UK,25-34,Female
CUST02697,2025-01-23,Email/Referral,USA,45-54,Male
CUST02698,2024-07-31,Email/Referral,India,25-34,Female
CUST02699,2025-03-24,Email/Referral,UK,35-44,Female
CUST02700,2025-03-23,Meta Ads,Kuwait,18-24,Female
CUST02701,2024-11-18,Email/Referral,UAE,25-34,Male
CUST02702,2025-07-16,Meta Ads,India,18-24,Female
CUST02703,2024-04-17,Google Ads,Qatar,18-24,Female
CUST02704,2024-02-11,Meta Ads,USA,45-54,Female
CUST02705,2025-03-21,Organic/SEO,Kuwait,35-44,Male
CUST02706,2025-04-13,Google Ads,Kuwait,25-34,Male
CUST02707,2024-04-14,Influencer,UAE,35-44,Female
CUST02708,2024-07-02,Organic/SEO,UAE,25-34,Female
CUST02709,2024-02-11,Meta Ads,India,18-24,Female
CUST02710,2024-07-19,Organic/SEO,UAE,25-34,Female
CUST02711,2025-03-23,Meta Ads,India,35-44,Female
CUST02712,2024-11-17,Google Ads,UAE,18-24,Female
CUST02713,2024-08-25,Meta Ads,India,55+,Female
CUST02714,2024-09-10,Organic/SEO,UAE,25-34,Female
CUST02715,2024-02-01,Organic/SEO,UAE,45-54,Female
CUST02716,2024-07-23,Email/Referral,UAE,35-44,Female
CUST02717,2024-12-31,Meta Ads,UK,18-24,Female
CUST02718,2025-07-15,Meta Ads,UAE,18-24,Male
CUST02719,2025-05-07,Meta Ads,UAE,35-44,Female
CUST02720,2024-02-15,Google Ads,India,25-34,Female
CUST02721,2025-06-06,Google Ads,India,45-54,Female
CUST02722,2025-03-29,Organic/SEO,Saudi Arabia,25-34,Female
CUST02723,2025-03-28,Organic/SEO,Saudi Arabia,35-44,Male
CUST02724,2024-11-01,Meta Ads,UK,25-34,Male
CUST02725,2024-09-26,Organic/SEO,UAE,35-44,Female
CUST02726,2024-07-25,Google Ads,UAE,18-24,Female
CUST02727,2024-03-12,Meta Ads,UAE,35-44,Female
CUST02728,2024-06-14,Google Ads,India,18-24,Female
CUST02729,2024-06-23,Influencer,USA,18-24,Female
CUST02730,2024-11-08,Meta Ads,India,18-24,Male
CUST02731,2025-03-08,Meta Ads,Saudi Arabia,18-24,Female
CUST02732,2024-11-05,Organic/SEO,Saudi Arabia,25-34,Female
CUST02733,2024-03-07,Google Ads,USA,25-34,Female
CUST02734,2025-07-05,Meta Ads,UK,25-34,Male
CUST02735,2025-06-27,Email/Referral,UK,45-54,Female
CUST02736,2025-03-31,Google Ads,USA,55+,Female
CUST02737,2025-07-25,Meta Ads,India,45-54,Male
CUST02738,2024-11-25,Email/Referral,Kuwait,18-24,Male
CUST02739,2025-07-08,Organic/SEO,UAE,25-34,Male
CUST02740,2024-03-18,Email/Referral,Saudi Arabia,35-44,Male
CUST02741,2024-09-06,Google Ads,UAE,18-24,Female
CUST02742,2024-06-13,Email/Referral,Saudi Arabia,18-24,Female
CUST02743,2024-05-30,Meta Ads,UAE,25-34,Female
CUST02744,2024-04-26,Organic/SEO,Saudi Arabia,25-34,Female
CUST02745,2024-12-22,Google Ads,UK,35-44,Male
CUST02746,2025-03-28,Influencer,USA,35-44,Female
CUST02747,2024-12-06,Meta Ads,UAE,35-44,Female
CUST02748,2024-04-30,Organic/SEO,Kuwait,35-44,Female
CUST02749,2025-04-15,Google Ads,Saudi Arabia,18-24,Female
CUST02750,2024-12-27,Organic/SEO,India,25-34,Female
CUST02751,2024-09-20,Organic/SEO,Saudi Arabia,25-34,Male
CUST02752,2025-01-20,Influencer,UK,45-54,Female
CUST02753,2024-06-29,Meta Ads,UAE,25-34,Female
CUST02754,2024-08-23,Meta Ads,UK,25-34,Female
CUST02755,2025-06-15,Google Ads,USA,18-24,Male
CUST02756,2024-07-18,Google Ads,UAE,35-44,Male
CUST02757,2024-11-04,Google Ads,UAE,35-44,Female
CUST02758,2025-06-02,Email/Referral,USA,18-24,Female
CUST02759,2025-02-11,Influencer,Saudi Arabia,25-34,Female
CUST02760,2024-03-09,Email/Referral,Saudi Arabia,35-44,Female
CUST02761,2024-04-30,Meta Ads,India,35-44,Male
CUST02762,2024-02-05,Google Ads,Saudi Arabia,25-34,Female
CUST02763,2024-12-26,Google Ads,Saudi Arabia,35-44,Other
CUST02764,2024-10-26,Google Ads,Saudi Arabia,35-44,Female
CUST02765,2024-04-22,Meta Ads,Kuwait,35-44,Female
CUST02766,2025-07-05,Organic/SEO,UK,25-34,Female
CUST02767,2024-11-21,Meta Ads,UAE,25-34,Female
CUST02768,2024-06-21,Email/Referral,UK,25-34,Female
CUST02769,2024-11-13,Meta Ads,USA,25-34,Female
CUST02770,2025-01-24,Google Ads,UAE,25-34,Female
CUST02771,2024-03-18,Influencer,Saudi Arabia,18-24,Female
CUST02772,2024-07-08,Meta Ads,UAE,18-24,Female
CUST02773,2025-04-13,Influencer,Saudi Arabia,25-34,Male
CUST02774,2024-11-01,Influencer,UAE,35-44,Male
CUST02775,2024-11-25,Organic/SEO,India,25-34,Female
CUST02776,2024-10-17,Google Ads,UAE,55+,Female
CUST02777,2024-02-27,Email/Referral,Saudi Arabia,55+,Female
CUST02778,2024-05-11,Email/Referral,UK,25-34,Female
CUST02779,2024-10-25,Email/Referral,UAE,35-44,Male
CUST02780,2024-06-05,Organic/SEO,Saudi Arabia,18-24,Female
CUST02781,2024-03-02,Meta Ads,Saudi Arabia,25-34,Male
CUST02782,2025-05-05,Meta Ads,USA,25-34,Female
CUST02783,2025-07-19,Organic/SEO,Saudi Arabia,35-44,Female
CUST02784,2025-04-04,Meta Ads,UK,35-44,Male
CUST02785,2025-05-11,Influencer,UAE,25-34,Female
CUST02786,2024-06-21,Google Ads,UAE,25-34,Female
CUST02787,2025-07-07,Email/Referral,Saudi Arabia,25-34,Female
CUST02788,2024-05-30,Meta Ads,UAE,25-34,Female
CUST02789,2025-07-01,Organic/SEO,India,35-44,Female
CUST02790,2025-07-27,Google Ads,Kuwait,18-24,Female
CUST02791,2025-02-14,Meta Ads,Saudi Arabia,25-34,Female
CUST02792,2025-07-19,Meta Ads,UK,35-44,Female
CUST02793,2024-12-02,Meta Ads,USA,55+,Female
CUST02794,2024-06-29,Influencer,Saudi Arabia,25-34,Other
CUST02795,2024-10-19,Google Ads,UAE,25-34,Female
CUST02796,2024-12-11,Meta Ads,India,18-24,Female
CUST02797,2024-03-16,Google Ads,Qatar,18-24,Male
CUST02798,2024-12-22,Influencer,Saudi Arabia,25-34,Male
CUST02799,2025-07-19,Meta Ads,India,45-54,Female
CUST02800,2024-05-26,Meta Ads,Qatar,25-34,Female
CUST02801,2025-04-04,Meta Ads,USA,35-44,Female
CUST02802,2025-06-10,Google Ads,UK,25-34,Female
CUST02803,2025-06-27,Meta Ads,Saudi Arabia,18-24,Male
CUST02804,2025-07-06,Email/Referral,UK,25-34,Female
CUST02805,2024-11-18,Google Ads,USA,25-34,Female
CUST02806,2025-07-17,Organic/SEO,Saudi Arabia,45-54,Female
CUST02807,2025-03-14,Meta Ads,India,25-34,Female
CUST02808,2024-05-09,Meta Ads,Kuwait,25-34,Female
CUST02809,2024-11-06,Email/Referral,Saudi Arabia,35-44,Female
CUST02810,2025-02-18,Meta Ads,India,55+,Female
CUST02811,2024-06-23,Organic/SEO,Kuwait,25-34,Female
CUST02812,2024-12-29,Influencer,Saudi Arabia,18-24,Female
CUST02813,2025-01-15,Organic/SEO,Kuwait,35-44,Female
CUST02814,2024-05-10,Email/Referral,USA,18-24,Female
CUST02815,2024-11-30,Email/Referral,UAE,45-54,Male
CUST02816,2025-03-22,Meta Ads,UAE,45-54,Female
CUST02817,2024-11-12,Google Ads,UAE,35-44,Other
CUST02818,2024-02-08,Organic/SEO,Qatar,25-34,Female
CUST02819,2024-02-06,Influencer,Saudi Arabia,45-54,Female
CUST02820,2024-09-01,Google Ads,Qatar,18-24,Female
CUST02821,2025-06-19,Influencer,USA,55+,Male
CUST02822,2024-06-15,Meta Ads,Saudi Arabia,25-34,Female
CUST02823,2024-12-27,Meta Ads,USA,35-44,Female
CUST02824,2024-06-12,Meta Ads,Saudi Arabia,35-44,Female
CUST02825,2024-08-06,Google Ads,USA,35-44,Female
CUST02826,2025-05-08,Organic/SEO,India,35-44,Female
CUST02827,2025-02-24,Meta Ads,UAE,25-34,Male
CUST02828,2024-03-30,Organic/SEO,UAE,18-24,Female
CUST02829,2024-10-14,Meta Ads,Kuwait,35-44,Female
CUST02830,2024-02-18,Meta Ads,India,18-24,Male
CUST02831,2024-11-07,Google Ads,UAE,25-34,Female
CUST02832,2025-01-12,Google Ads,USA,35-44,Female
CUST02833,2024-04-13,Influencer,UK,18-24,Female
CUST02834,2024-07-17,Meta Ads,Saudi Arabia,25-34,Female
CUST02835,2024-09-26,Email/Referral,UAE,35-44,Female
CUST02836,2025-06-16,Google Ads,UAE,35-44,Female
CUST02837,2025-07-26,Meta Ads,UAE,25-34,Female
CUST02838,2024-02-28,Meta Ads,UAE,25-34,Female
CUST02839,2025-03-16,Meta Ads,UK,35-44,Other
CUST02840,2024-09-10,Google Ads,India,18-24,Female
CUST02841,2024-09-22,Meta Ads,USA,25-34,Female
CUST02842,2025-03-12,Email/Referral,Saudi Arabia,18-24,Female
CUST02843,2025-06-15,Meta Ads,Kuwait,18-24,Male
CUST02844,2025-07-01,Meta Ads,Saudi Arabia,25-34,Female
CUST02845,2024-12-05,Organic/SEO,USA,35-44,Female
CUST02846,2024-09-01,Google Ads,Kuwait,45-54,Male
CUST02847,2025-04-01,Organic/SEO,USA,25-34,Female
CUST02848,2024-06-25,Meta Ads,UK,25-34,Female
CUST02849,2024-11-30,Meta Ads,UAE,25-34,Female
CUST02850,2024-09-02,Organic/SEO,Kuwait,55+,Female
CUST02851,2025-01-08,Influencer,UAE,25-34,Female
CUST02852,2024-06-20,Influencer,UK,25-34,Female
CUST02853,2024-05-27,Google Ads,UAE,35-44,Female
CUST02854,2025-06-15,Meta Ads,UAE,45-54,Female
CUST02855,2024-04-03,Email/Referral,India,18-24,Female
CUST02856,2024-11-14,Influencer,India,25-34,Female
CUST02857,2024-06-11,Organic/SEO,Saudi Arabia,35-44,Female
CUST02858,2024-02-24,Meta Ads,UAE,18-24,Female
CUST02859,2024-02-22,Meta Ads,Saudi Arabia,25-34,Female
CUST02860,2024-05-17,Email/Referral,UAE,45-54,Female
CUST02861,2025-05-19,Meta Ads,USA,35-44,Female
CUST02862,2024-07-13,Meta Ads,UK,35-44,Female
CUST02863,2025-06-30,Meta Ads,India,25-34,Male
CUST02864,2024-12-07,Meta Ads,USA,25-34,Female
CUST02865,2024-10-19,Influencer,Saudi Arabia,25-34,Male
CUST02866,2024-12-06,Email/Referral,Saudi Arabia,25-34,Male
CUST02867,2024-11-17,Google Ads,UAE,18-24,Female
CUST02868,2025-03-15,Meta Ads,Kuwait,25-34,Female
CUST02869,2024-07-13,Google Ads,UAE,35-44,Female
CUST02870,2024-08-29,Meta Ads,India,25-34,Female
CUST02871,2025-06-04,Meta Ads,Saudi Arabia,35-44,Female
CUST02872,2025-06-28,Meta Ads,UAE,35-44,Male
CUST02873,2025-06-03,Email/Referral,India,18-24,Male
CUST02874,2024-10-09,Email/Referral,UK,35-44,Female
CUST02875,2025-03-28,Meta Ads,Kuwait,25-34,Male
CUST02876,2024-11-06,Meta Ads,UAE,25-34,Female
CUST02877,2024-11-12,Organic/SEO,Saudi Arabia,25-34,Female
CUST02878,2024-06-03,Google Ads,UK,25-34,Male
CUST02879,2024-12-10,Google Ads,USA,55+,Female
CUST02880,2024-05-24,Meta Ads,UK,25-34,Female
CUST02881,2024-08-13,Meta Ads,Saudi Arabia,25-34,Male
CUST02882,2025-05-12,Meta Ads,India,18-24,Female
CUST02883,2024-06-04,Google Ads,USA,18-24,Female
CUST02884,2024-03-15,Meta Ads,Saudi Arabia,35-44,Female
CUST02885,2024-03-14,Email/Referral,UAE,35-44,Female
CUST02886,2025-06-26,Email/Referral,Saudi Arabia,25-34,Female
CUST02887,2024-11-14,Google Ads,UAE,35-44,Female
CUST02888,2024-10-03,Google Ads,Kuwait,18-24,Female
CUST02889,2025-04-15,Organic/SEO,Saudi Arabia,35-44,Female
CUST02890,2025-04-30,Meta Ads,UAE,25-34,Female
CUST02891,2024-08-14,Meta Ads,UAE,25-34,Female
CUST02892,2025-02-03,Meta Ads,India,25-34,Female
CUST02893,2025-03-22,Organic/SEO,UAE,35-44,Female
CUST02894,2025-01-06,Meta Ads,USA,45-54,Female
CUST02895,2024-05-03,Email/Referral,UAE,25-34,Female
CUST02896,2025-05-25,Meta Ads,UK,35-44,Female
CUST02897,2024-11-23,Organic/SEO,UAE,18-24,Female
CUST02898,2024-07-13,Google Ads,Saudi Arabia,18-24,Female
CUST02899,2024-10-12,Email/Referral,India,18-24,Female
CUST02900,2024-02-23,Meta Ads,India,35-44,Male
CUST02901,2024-04-18,Google Ads,India,35-44,Female
CUST02902,2025-03-19,Influencer,Qatar,35-44,Female
CUST02903,2024-02-01,Organic/SEO,USA,18-24,Male
CUST02904,2024-10-07,Influencer,Qatar,35-44,Female
CUST02905,2024-11-19,Google Ads,UAE,25-34,Male
CUST02906,2024-03-05,Organic/SEO,UK,18-24,Female
CUST02907,2025-07-14,Meta Ads,India,35-44,Male
CUST02908,2024-06-13,Google Ads,UAE,25-34,Female
CUST02909,2024-07-26,Organic/SEO,UAE,25-34,Female
CUST02910,2024-07-26,Meta Ads,UAE,35-44,Female
CUST02911,2024-06-15,Google Ads,UK,35-44,Female
CUST02912,2024-02-01,Google Ads,Kuwait,45-54,Female
CUST02913,2025-02-25,Organic/SEO,UAE,18-24,Female
CUST02914,2025-07-10,Influencer,USA,35-44,Female
CUST02915,2024-06-13,Email/Referral,Saudi Arabia,25-34,Female
CUST02916,2025-01-12,Meta Ads,Saudi Arabia,25-34,Female
CUST02917,2025-03-04,Email/Referral,UAE,25-34,Female
CUST02918,2025-05-08,Email/Referral,Saudi Arabia,45-54,Female
CUST02919,2024-10-11,Google Ads,UK,35-44,Female
CUST02920,2024-07-25,Google Ads,Saudi Arabia,25-34,Female
CUST02921,2024-08-09,Organic/SEO,UAE,18-24,Male
CUST02922,2025-02-14,Organic/SEO,UAE,35-44,Female
CUST02923,2025-04-19,Google Ads,India,35-44,Female
CUST02924,2024-05-21,Meta Ads,Qatar,35-44,Female
CUST02925,2024-09-09,Meta Ads,UAE,25-34,Female
CUST02926,2025-06-08,Organic/SEO,Saudi Arabia,45-54,Female
CUST02927,2025-04-13,Email/Referral,USA,25-34,Male
CUST02928,2025-07-21,Meta Ads,Qatar,18-24,Female
CUST02929,2025-03-12,Google Ads,Saudi Arabia,55+,Female
CUST02930,2024-09-23,Influencer,Saudi Arabia,18-24,Female
CUST02931,2024-12-10,Influencer,UAE,18-24,Female
CUST02932,2025-01-11,Organic/SEO,UAE,35-44,Male
CUST02933,2024-03-19,Influencer,Saudi Arabia,25-34,Female
CUST02934,2024-11-25,Meta Ads,Kuwait,55+,Female
CUST02935,2025-02-12,Organic/SEO,UAE,45-54,Female
CUST02936,2024-05-12,Meta Ads,Saudi Arabia,25-34,Female
CUST02937,2025-03-28,Email/Referral,UAE,25-34,Male
CUST02938,2024-12-08,Meta Ads,Kuwait,18-24,Male
CUST02939,2025-07-01,Email/Referral,UAE,25-34,Female
CUST02940,2024-02-26,Google Ads,UAE,18-24,Male
CUST02941,2024-07-02,Meta Ads,Qatar,18-24,Female
CUST02942,2024-12-14,Email/Referral,USA,25-34,Female
CUST02943,2024-07-21,Influencer,India,25-34,Female
CUST02944,2025-02-15,Email/Referral,UAE,35-44,Female
CUST02945,2025-03-15,Influencer,UK,25-34,Female
CUST02946,2024-04-03,Email/Referral,UAE,25-34,Female
CUST02947,2024-11-16,Email/Referral,UAE,18-24,Female
CUST02948,2024-11-15,Google Ads,Kuwait,18-24,Female
CUST02949,2024-09-08,Meta Ads,UK,25-34,Male
CUST02950,2025-06-22,Influencer,India,25-34,Male
CUST02951,2025-04-25,Organic/SEO,UAE,25-34,Female
CUST02952,2025-02-05,Influencer,Kuwait,18-24,Male
CUST02953,2025-02-15,Google Ads,UAE,18-24,Female
CUST02954,2024-11-02,Meta Ads,UAE,35-44,Female
CUST02955,2025-06-17,Meta Ads,India,25-34,Female
CUST02956,2025-02-03,Influencer,USA,25-34,Female
CUST02957,2025-02-24,Meta Ads,India,25-34,Female
CUST02958,2025-05-16,Meta Ads,UK,45-54,Female
CUST02959,2024-07-07,Email/Referral,UAE,35-44,Female
CUST02960,2025-04-13,Google Ads,UK,35-44,Female
CUST02961,2024-05-29,Google Ads,UAE,25-34,Female
CUST02962,2024-08-23,Email/Referral,UAE,25-34,Female
CUST02963,2024-08-16,Meta Ads,India,25-34,Male
CUST02964,2025-07-17,Meta Ads,Saudi Arabia,55+,Female
CUST02965,2025-05-13,Email/Referral,India,25-34,Male
CUST02966,2025-02-07,Email/Referral,UAE,45-54,Female
CUST02967,2025-02-23,Meta Ads,UK,25-34,Female
CUST02968,2024-11-30,Meta Ads,USA,25-34,Male
CUST02969,2025-06-29,Google Ads,UAE,45-54,Female
CUST02970,2024-11-11,Google Ads,UAE,18-24,Female
CUST02971,2024-09-15,Influencer,USA,35-44,Female
CUST02972,2024-05-10,Email/Referral,India,45-54,Female
CUST02973,2025-03-31,Email/Referral,Kuwait,25-34,Male
CUST02974,2025-02-28,Email/Referral,Kuwait,25-34,Female
CUST02975,2024-09-17,Email/Referral,UAE,25-34,Female
CUST02976,2024-02-16,Meta Ads,Kuwait,35-44,Male
CUST02977,2025-05-02,Meta Ads,Saudi Arabia,18-24,Male
CUST02978,2024-02-07,Organic/SEO,USA,55+,Female
CUST02979,2025-02-09,Organic/SEO,India,25-34,Female
CUST02980,2025-07-12,Organic/SEO,UAE,55+,Female
CUST02981,2024-10-20,Email/Referral,UAE,35-44,Male
CUST02982,2024-06-18,Meta Ads,Saudi Arabia,35-44,Female
CUST02983,2025-02-10,Meta Ads,UAE,25-34,Female
CUST02984,2025-04-19,Influencer,Saudi Arabia,35-44,Female
CUST02985,2024-11-25,Meta Ads,UK,25-34,Female
CUST02986,2025-07-10,Email/Referral,Kuwait,25-34,Female
CUST02987,2024-03-03,Email/Referral,Saudi Arabia,45-54,Female
CUST02988,2024-11-14,Google Ads,India,45-54,Female
CUST02989,2025-02-18,Organic/SEO,UK,25-34,Female
CUST02990,2025-05-17,Email/Referral,India,35-44,Female
CUST02991,2024-05-20,Email/Referral,UK,45-54,Male
CUST02992,2025-04-09,Google Ads,India,45-54,Female
CUST02993,2024-11-27,Organic/SEO,UAE,25-34,Female
CUST02994,2024-09-25,Google Ads,USA,55+,Female
CUST02995,2024-04-21,Meta Ads,USA,25-34,Female
CUST02996,2025-05-18,Influencer,UK,18-24,Male
CUST02997,2024-05-06,Organic/SEO,India,45-54,Female
CUST02998,2024-07-29,Google Ads,Kuwait,25-34,Female
CUST02999,2024-07-17,Influencer,USA,55+,Female
CUST03000,2025-05-22,Meta Ads,UK,25-34,Female
CUST03001,2025-01-19,Email/Referral,Saudi Arabia,25-34,Female
CUST03002,2025-04-07,Meta Ads,USA,45-54,Female
CUST03003,2024-06-25,Google Ads,Kuwait,35-44,Female
CUST03004,2024-12-23,Organic/SEO,UK,18-24,Female
CUST03005,2024-12-03,Meta Ads,Kuwait,18-24,Male
CUST03006,2025-04-29,Organic/SEO,UK,45-54,Female
CUST03007,2025-06-10,Organic/SEO,Saudi Arabia,55+,Female
CUST03008,2024-02-08,Google Ads,UAE,25-34,Other
CUST03009,2025-01-20,Meta Ads,USA,25-34,Female
CUST03010,2024-03-03,Google Ads,Saudi Arabia,25-34,Female
CUST03011,2024-11-26,Organic/SEO,USA,45-54,Female
CUST03012,2024-07-16,Influencer,UK,45-54,Female
CUST03013,2024-07-27,Organic/SEO,UAE,35-44,Female
CUST03014,2024-08-29,Meta Ads,Saudi Arabia,18-24,Female
CUST03015,2024-12-22,Meta Ads,UK,25-34,Male
CUST03016,2024-08-15,Email/Referral,UK,55+,Female
CUST03017,2025-02-27,Meta Ads,India,45-54,Female
CUST03018,2024-09-30,Influencer,UK,25-34,Female
CUST03019,2024-03-13,Influencer,UAE,18-24,Female
CUST03020,2025-03-30,Email/Referral,Saudi Arabia,25-34,Female
CUST03021,2024-07-15,Google Ads,Saudi Arabia,45-54,Female
CUST03022,2024-10-17,Email/Referral,USA,45-54,Female
CUST03023,2025-01-28,Influencer,UAE,55+,Female
CUST03024,2024-08-14,Meta Ads,India,35-44,Female
CUST03025,2024-03-06,Google Ads,USA,55+,Female
CUST03026,2024-09-11,Meta Ads,India,25-34,Female
CUST03027,2025-06-28,Meta Ads,UAE,35-44,Male
CUST03028,2024-12-30,Google Ads,India,25-34,Female
CUST03029,2025-01-18,Organic/SEO,India,35-44,Male
CUST03030,2024-12-26,Email/Referral,UK,35-44,Other
CUST03031,2024-06-01,Organic/SEO,UAE,25-34,Male
CUST03032,2024-10-08,Email/Referral,Saudi Arabia,25-34,Male
CUST03033,2025-03-10,Meta Ads,USA,55+,Female
CUST03034,2024-04-02,Google Ads,UAE,55+,Male
CUST03035,2024-07-10,Google Ads,Saudi Arabia,25-34,Male
CUST03036,2024-07-09,Influencer,UK,35-44,Female
CUST03037,2024-10-16,Influencer,Qatar,25-34,Female
CUST03038,2025-07-19,Meta Ads,India,25-34,Female
CUST03039,2024-03-13,Email/Referral,UAE,25-34,Female
CUST03040,2024-11-18,Meta Ads,Saudi Arabia,45-54,Female
CUST03041,2024-05-20,Influencer,UAE,35-44,Female
CUST03042,2025-07-13,Email/Referral,UK,35-44,Female
CUST03043,2024-04-10,Organic/SEO,Kuwait,55+,Female
CUST03044,2024-09-29,Google Ads,India,35-44,Female
CUST03045,2025-03-02,Influencer,Kuwait,45-54,Female
CUST03046,2025-02-09,Google Ads,UK,25-34,Female
CUST03047,2024-10-11,Influencer,UK,25-34,Female
CUST03048,2024-08-24,Email/Referral,India,25-34,Female
CUST03049,2024-09-25,Organic/SEO,UAE,35-44,Female
CUST03050,2024-07-02,Meta Ads,UAE,35-44,Female
CUST03051,2024-06-04,Meta Ads,UAE,45-54,Female
CUST03052,2024-11-08,Email/Referral,Saudi Arabia,25-34,Female
CUST03053,2024-07-04,Meta Ads,Saudi Arabia,18-24,Female
CUST03054,2024-07-16,Organic/SEO,Kuwait,25-34,Female
CUST03055,2025-01-08,Google Ads,UAE,55+,Female
CUST03056,2025-07-11,Meta Ads,UK,25-34,Female
CUST03057,2024-12-15,Influencer,Qatar,18-24,Female
CUST03058,2024-03-18,Meta Ads,Qatar,25-34,Female
CUST03059,2024-03-18,Google Ads,UAE,45-54,Female
CUST03060,2025-07-01,Email/Referral,Qatar,18-24,Female
CUST03061,2024-07-22,Meta Ads,UAE,25-34,Male
CUST03062,2024-03-28,Email/Referral,India,25-34,Male
CUST03063,2024-12-13,Organic/SEO,Kuwait,18-24,Female
CUST03064,2024-12-23,Organic/SEO,UAE,18-24,Female
CUST03065,2025-01-02,Email/Referral,Kuwait,35-44,Female
CUST03066,2024-07-03,Meta Ads,Saudi Arabia,18-24,Female
CUST03067,2024-02-10,Email/Referral,Saudi Arabia,35-44,Other
CUST03068,2025-07-09,Email/Referral,Kuwait,45-54,Female
CUST03069,2024-06-25,Google Ads,Saudi Arabia,18-24,Female
CUST03070,2025-01-22,Meta Ads,Saudi Arabia,25-34,Male
CUST03071,2025-02-11,Meta Ads,Saudi Arabia,25-34,Male
CUST03072,2024-12-18,Email/Referral,USA,45-54,Female
CUST03073,2024-07-31,Organic/SEO,UAE,25-34,Female
CUST03074,2024-07-06,Meta Ads,India,25-34,Female
CUST03075,2024-12-13,Google Ads,India,25-34,Female
CUST03076,2025-05-19,Google Ads,UAE,45-54,Female
CUST03077,2025-06-29,Google Ads,UAE,18-24,Female
CUST03078,2024-04-05,Influencer,India,25-34,Other
CUST03079,2024-05-05,Organic/SEO,USA,35-44,Female
CUST03080,2025-06-28,Meta Ads,Kuwait,25-34,Female
CUST03081,2025-03-01,Email/Referral,India,35-44,Female
CUST03082,2025-05-29,Google Ads,UAE,25-34,Female
CUST03083,2024-06-02,Email/Referral,UAE,35-44,Male
CUST03084,2024-12-09,Organic/SEO,India,18-24,Female
CUST03085,2025-02-07,Influencer,Kuwait,18-24,Male
CUST03086,2025-01-25,Email/Referral,UK,18-24,Female
CUST03087,2024-10-02,Meta Ads,India,18-24,Male
CUST03088,2024-02-10,Meta Ads,UK,45-54,Female
CUST03089,2024-12-07,Meta Ads,USA,45-54,Other
CUST03090,2024-06-26,Email/Referral,USA,25-34,Male
CUST03091,2024-10-27,Meta Ads,UAE,25-34,Female
CUST03092,2025-07-05,Email/Referral,Saudi Arabia,25-34,Male
CUST03093,2024-09-26,Influencer,UAE,45-54,Female
CUST03094,2025-05-03,Meta Ads,UK,25-34,Female
CUST03095,2024-05-25,Meta Ads,Kuwait,35-44,Female
CUST03096,2025-01-19,Influencer,India,25-34,Female
CUST03097,2025-07-16,Google Ads,UK,25-34,Female
CUST03098,2024-04-03,Meta Ads,Kuwait,25-34,Female
CUST03099,2024-02-06,Meta Ads,Kuwait,25-34,Female
CUST03100,2024-10-17,Email/Referral,Saudi Arabia,25-34,Female
CUST03101,2024-03-28,Influencer,UAE,18-24,Male
CUST03102,2025-03-08,Email/Referral,Qatar,25-34,Female
CUST03103,2025-06-14,Meta Ads,Qatar,25-34,Female
CUST03104,2024-10-18,Meta Ads,USA,18-24,Female
CUST03105,2024-06-29,Organic/SEO,UAE,35-44,Female
CUST03106,2024-10-18,Meta Ads,India,18-24,Male
CUST03107,2025-02-21,Organic/SEO,UAE,25-34,Female
CUST03108,2024-02-06,Influencer,Kuwait,25-34,Male
CUST03109,2024-12-10,Email/Referral,Saudi Arabia,25-34,Female
CUST03110,2024-12-19,Google Ads,UAE,25-34,Female
CUST03111,2024-12-28,Meta Ads,UAE,35-44,Female
