date,channel,spend,impressions,clicks
2024-10-06,Influencer,73.87,8059,202
2024-10-06,Organic/SEO,7.4,937,16
2024-10-06,Email/Referral,8.17,927,18
2024-10-07,Meta Ads,225.39,29932,661
2024-10-07,Google Ads,137.33,13668,228
2024-10-07,Influencer,92.41,11856,210
2024-10-07,Organic/SEO,7.85,851,9
2024-10-07,Email/Referral,15.52,1724,38
2024-10-08,Meta Ads,158.45,21276,260
2024-10-08,Google Ads,183.28,18804,602
2024-10-08,Influencer,102.35,8827,271
2024-10-08,Organic/SEO,15.23,1247,16
2024-10-08,Email/Referral,14.53,1740,49
2024-10-09,Meta Ads,203.79,24367,710
2024-10-09,Google Ads,156.76,14993,491
2024-10-09,Influencer,63.98,6525,184
2024-10-09,Organic/SEO,11.41,929,10
2024-10-09,Email/Referral,14.73,2031,48
2024-10-10,Meta Ads,180.73,17910,294
2024-10-10,Google Ads,106.89,10301,218
2024-10-10,Influencer,73.69,6281,175
2024-10-10,Organic/SEO,18.42,2508,63
2024-10-10,Email/Referral,5.79,720,9
2024-10-11,Meta Ads,198.33,25140,707
2024-10-11,Google Ads,190.67,23698,647
2024-10-11,Influencer,77.13,10450,151
2024-10-11,Organic/SEO,18.57,1833,24
2024-10-11,Email/Referral,17.4,1394,42
2024-10-12,Meta Ads,154.33,20538,560
2024-10-12,Google Ads,164.96,16812,193
2024-10-12,Influencer,107.82,9731,187
2024-10-12,Organic/SEO,14.01,1526,22
2024-10-12,Email/Referral,7.11,621,19
2024-10-13,Meta Ads,129.41,17938,268
2024-10-13,Google Ads,114.93,13173,158
2024-10-13,Influencer,95.53,12518,140
2024-10-13,Organic/SEO,17.0,1762,24
2024-10-13,Email/Referral,7.64,1032,13
2024-10-14,Meta Ads,219.61,24740,271
2024-10-14,Google Ads,146.8,18944,533
2024-10-14,Influencer,89.39,11763,153
2024-10-14,Organic/SEO,18.65,2439,67
2024-10-14,Email/Referral,17.27,1945,52
2024-10-15,Meta Ads,186.54,18901,457
2024-10-15,Google Ads,128.17,13639,232
2024-10-15,Influencer,69.64,6916,216
2024-10-15,Organic/SEO,10.72,1338,19
2024-10-15,Email/Referral,11.37,987,13
2024-10-16,Meta Ads,192.68,22437,344
2024-10-16,Google Ads,147.7,19466,279
2024-10-16,Influencer,64.04,7628,86
2024-10-16,Organic/SEO,19.7,2296,49
2024-10-16,Email/Referral,11.45,1309,16
2024-10-17,Meta Ads,226.44,26615,388
2024-10-17,Google Ads,155.63,13694,142
2024-10-17,Influencer,97.05,11540,283
2024-10-17,Organic/SEO,7.75,900,10
2024-10-17,Email/Referral,14.14,1601,42
2024-10-18,Meta Ads,222.71,29179,1007
2024-10-18,Google Ads,192.86,24365,826
2024-10-18,Influencer,109.83,13581,161
2024-10-18,Organic/SEO,5.74,747,16
2024-10-18,Email/Referral,17.22,1700,33
2024-10-19,Meta Ads,201.62,27202,331
2024-10-19,Google Ads,182.53,23287,416
2024-10-19,Influencer,82.18,6803,70
2024-10-19,Organic/SEO,12.16,1042,15
2024-10-19,Email/Referral,17.7,2022,52
2024-10-20,Meta Ads,146.25,18971,601
2024-10-20,Google Ads,152.1,20496,637
2024-10-20,Influencer,102.49,12713,160
2024-10-20,Organic/SEO,9.06,761,7
2024-10-20,Email/Referral,7.37,978,15
2024-10-21,Meta Ads,230.78,26732,425
2024-10-21,Google Ads,149.74,13947,482
2024-10-21,Influencer,108.75,8871,298
2024-10-21,Organic/SEO,15.82,1343,35
2024-10-21,Email/Referral,14.7,1368,39
2024-10-22,Meta Ads,135.4,14808,151
2024-10-22,Google Ads,192.19,24041,335
2024-10-22,Influencer,81.45,7300,212
2024-10-22,Organic/SEO,5.88,766,25
2024-10-22,Email/Referral,15.15,1405,26
2024-10-23,Meta Ads,177.54,20643,551
2024-10-23,Google Ads,154.88,15655,505
2024-10-23,Influencer,67.4,7277,213
2024-10-23,Organic/SEO,5.91,722,22
2024-10-23,Email/Referral,14.91,1204,17
2024-10-24,Meta Ads,162.95,15320,521
2024-10-24,Google Ads,163.64,16006,532
2024-10-24,Influencer,102.99,9997,194
2024-10-24,Organic/SEO,7.99,1104,25
2024-10-24,Email/Referral,18.44,1858,58
2024-10-25,Meta Ads,131.82,18313,600
2024-10-25,Google Ads,137.69,17415,501
2024-10-25,Influencer,111.67,10992,237
2024-10-25,Organic/SEO,17.97,2277,45
2024-10-25,Email/Referral,17.69,1465,43
2024-10-26,Meta Ads,148.33,14412,321
2024-10-26,Google Ads,145.48,16182,382
2024-10-26,Influencer,80.9,7322,213
2024-10-26,Organic/SEO,11.0,1213,31
2024-10-26,Email/Referral,18.64,2282,25
2024-10-27,Meta Ads,216.56,30180,658
2024-10-27,Google Ads,192.26,21694,466
2024-10-27,Influencer,80.9,9663,152
2024-10-27,Organic/SEO,6.57,536,9
2024-10-27,Email/Referral,10.94,1237,21
2024-10-28,Meta Ads,232.28,22648,476
2024-10-28,Google Ads,114.29,10930,122
2024-10-28,Influencer,93.21,11657,173
2024-10-28,Organic/SEO,10.52,852,26
2024-10-28,Email/Referral,16.7,1399,26
2024-10-29,Meta Ads,229.17,23724,549
2024-10-29,Google Ads,136.97,15856,546
2024-10-29,Influencer,116.87,14782,297
2024-10-29,Organic/SEO,12.42,1259,43
2024-10-29,Email/Referral,15.62,1670,17
2024-10-30,Meta Ads,182.21,25333,584
2024-10-30,Google Ads,121.42,9874,186
2024-10-30,Influencer,112.58,15737,529
2024-10-30,Organic/SEO,15.94,1809,44
2024-10-30,Email/Referral,13.08,1601,32
2024-10-31,Meta Ads,198.27,17308,288
2024-10-31,Google Ads,180.24,24192,567
2024-10-31,Influencer,64.71,8775,241
2024-10-31,Organic/SEO,11.21,1299,26
2024-10-31,Email/Referral,11.98,1595,22
2024-11-01,Meta Ads,301.83,24195,431
2024-11-01,Google Ads,260.19,24249,249
2024-11-01,Influencer,165.59,16552,178
2024-11-01,Organic/SEO,31.06,3544,44
2024-11-01,Email/Referral,30.64,4287,144
2024-11-02,Meta Ads,277.83,35485,668
2024-11-02,Google Ads,243.6,23814,429
2024-11-02,Influencer,200.76,24023,690
2024-11-02,Organic/SEO,19.11,1897,33
2024-11-02,Email/Referral,22.97,3215,94
2024-11-03,Meta Ads,508.86,61870,1247
2024-11-03,Google Ads,308.17,33687,687
2024-11-03,Influencer,237.01,25573,444
2024-11-03,Organic/SEO,36.57,4800,98
2024-11-03,Email/Referral,33.04,2759,64
2024-11-04,Meta Ads,287.89,23535,595
2024-11-04,Google Ads,291.06,36252,1174
2024-11-04,Influencer,155.16,19157,437
2024-11-04,Organic/SEO,14.7,1750,44
2024-11-04,Email/Referral,28.02,3799,87
2024-11-05,Meta Ads,512.55,56664,730
2024-11-05,Google Ads,324.15,29478,734
2024-11-05,Influencer,220.94,23884,297
2024-11-05,Organic/SEO,26.47,2246,60
2024-11-05,Email/Referral,37.08,5107,70
2024-11-06,Meta Ads,403.7,46042,1522
2024-11-06,Google Ads,355.2,31517,658
2024-11-06,Influencer,216.39,26403,833
2024-11-06,Organic/SEO,16.96,2325,26
2024-11-06,Email/Referral,43.46,5713,151
2024-11-07,Meta Ads,451.83,38117,420
2024-11-07,Google Ads,251.15,21408,507
2024-11-07,Influencer,164.19,21609,456
2024-11-07,Organic/SEO,33.95,4045,72
2024-11-07,Email/Referral,19.02,1912,57
2024-11-08,Meta Ads,416.5,39655,1207
2024-11-08,Google Ads,241.84,29492,618
2024-11-08,Influencer,225.48,30585,879
2024-11-08,Organic/SEO,25.58,2278,68
2024-11-08,Email/Referral,26.2,2214,61
2024-11-09,Meta Ads,346.54,28739,935
2024-11-09,Google Ads,326.65,31638,883
2024-11-09,Influencer,243.85,19512,530
2024-11-09,Organic/SEO,36.31,3362,74
2024-11-09,Email/Referral,13.95,1741,54
2024-11-10,Meta Ads,302.91,39071,1144
2024-11-10,Google Ads,299.69,36387,363
2024-11-10,Influencer,249.3,28176,718
2024-11-10,Organic/SEO,32.93,3743,117
2024-11-10,Email/Referral,31.12,4184,102
2024-11-11,Meta Ads,317.86,42851,1158
2024-11-11,Google Ads,369.45,51401,610
2024-11-11,Influencer,189.52,17880,460
2024-11-11,Organic/SEO,37.62,5190,110
2024-11-11,Email/Referral,36.95,4989,135
2024-11-12,Meta Ads,334.87,39002,1335
2024-11-12,Google Ads,426.54,50562,1626
2024-11-12,Influencer,162.4,15389,520
2024-11-12,Organic/SEO,15.46,1414,29
2024-11-12,Email/Referral,30.46,3540,61
2024-11-13,Meta Ads,495.94,66905,1324
2024-11-13,Google Ads,316.99,38720,1028
2024-11-13,Influencer,184.02,19295,360
2024-11-13,Organic/SEO,18.77,2017,54
2024-11-13,Email/Referral,35.48,4496,87
2024-11-14,Meta Ads,458.88,36889,808
2024-11-14,Google Ads,388.19,45729,999
2024-11-14,Influencer,215.18,28923,698
2024-11-14,Organic/SEO,37.39,5191,143
2024-11-14,Email/Referral,29.92,2460,47
2024-11-15,Meta Ads,411.55,52609,1102
2024-11-15,Google Ads,421.09,40554,1160
2024-11-15,Influencer,188.38,20563,618
2024-11-15,Organic/SEO,20.78,1783,41
2024-11-15,Email/Referral,28.45,3636,124
2024-11-16,Meta Ads,290.34,33534,906
2024-11-16,Google Ads,426.19,58198,1618
2024-11-16,Influencer,200.59,17991,352
2024-11-16,Organic/SEO,30.31,3743,96
2024-11-16,Email/Referral,34.57,3655,103
2024-11-17,Meta Ads,311.35,27945,393
2024-11-17,Google Ads,407.39,34449,1034
2024-11-17,Influencer,166.35,17983,591
2024-11-17,Organic/SEO,30.34,2809,48
2024-11-17,Email/Referral,41.37,4369,107
2024-11-18,Meta Ads,386.48,39693,618
2024-11-18,Google Ads,366.87,45159,761
2024-11-18,Influencer,232.33,30498,1006
2024-11-18,Organic/SEO,16.32,1603,50
2024-11-18,Email/Referral,17.55,1407,44
2024-11-19,Meta Ads,354.76,37203,787
2024-11-19,Google Ads,398.96,40005,1292
2024-11-19,Influencer,211.89,23654,429
2024-11-19,Organic/SEO,19.04,2236,47
2024-11-19,Email/Referral,41.05,4494,102
2024-11-20,Meta Ads,376.21,47912,987
2024-11-20,Google Ads,284.33,37452,933
2024-11-20,Influencer,208.87,24364,681
2024-11-20,Organic/SEO,21.33,1749,52
2024-11-20,Email/Referral,15.25,1880,22
2024-11-21,Meta Ads,366.37,30695,707
2024-11-21,Google Ads,360.32,32531,627
2024-11-21,Influencer,249.11,26541,797
2024-11-21,Organic/SEO,41.6,5759,186
2024-11-21,Email/Referral,21.47,2957,89
2024-11-22,Meta Ads,476.11,38522,1304
2024-11-22,Google Ads,385.06,48547,584
2024-11-22,Influencer,166.23,22895,515
2024-11-22,Organic/SEO,24.13,3146,38
2024-11-22,Email/Referral,24.76,2538,47
2024-11-23,Meta Ads,350.31,32440,464
2024-11-23,Google Ads,357.8,48361,1098
2024-11-23,Influencer,174.0,15581,479
2024-11-23,Organic/SEO,43.06,4346,75
2024-11-23,Email/Referral,30.85,3903,83
2024-11-24,Meta Ads,426.91,52506,1785
2024-11-24,Google Ads,263.68,36873,730
2024-11-24,Influencer,224.52,25672,569
2024-11-24,Organic/SEO,34.04,3531,46
2024-11-24,Email/Referral,27.13,3019,45
2024-11-25,Meta Ads,499.5,46777,946
2024-11-25,Google Ads,261.68,29346,519
2024-11-25,Influencer,196.73,18389,208
2024-11-25,Organic/SEO,36.71,4348,80
2024-11-25,Email/Referral,12.57,1658,23
2024-11-26,Meta Ads,498.34,54177,1002
2024-11-26,Google Ads,377.87,50109,965
2024-11-26,Influencer,186.99,19818,655
2024-11-26,Organic/SEO,33.85,3210,46
2024-11-26,Email/Referral,18.6,1782,28
2024-11-27,Meta Ads,433.66,37709,742
2024-11-27,Google Ads,354.76,34571,402
2024-11-27,Influencer,148.32,12986,401
2024-11-27,Organic/SEO,32.71,2743,54
2024-11-27,Email/Referral,20.19,2315,53
2024-11-28,Meta Ads,391.52,38709,520
2024-11-28,Google Ads,377.99,50193,1686
2024-11-28,Influencer,145.56,18106,509
2024-11-28,Organic/SEO,42.25,4021,114
2024-11-28,Email/Referral,12.8,1508,28
2024-11-29,Meta Ads,459.89,60612,1158
2024-11-29,Google Ads,335.07,29165,595
2024-11-29,Influencer,181.46,16510,534
2024-11-29,Organic/SEO,15.89,1877,60
2024-11-29,Email/Referral,41.09,5242,75
2024-11-30,Meta Ads,471.42,45536,1505
2024-11-30,Google Ads,371.4,47210,572
2024-11-30,Influencer,207.83,26865,847
2024-11-30,Organic/SEO,11.94,1628,18
2024-11-30,Email/Referral,31.28,3803,48
2024-12-01,Meta Ads,209.9,26677,523
2024-12-01,Google Ads,183.42,23066,720
2024-12-01,Influencer,151.55,13590,141
2024-12-01,Organic/SEO,24.82,2804,73
2024-12-01,Email/Referral,27.52,2918,38
2024-12-02,Meta Ads,364.03,41031,1041
2024-12-02,Google Ads,302.41,41096,998
2024-12-02,Influencer,126.51,17689,477
2024-12-02,Organic/SEO,17.8,2021,41
2024-12-02,Email/Referral,29.32,3194,97
2024-12-03,Meta Ads,346.78,44894,1259
2024-12-03,Google Ads,291.1,30051,386
2024-12-03,Influencer,173.59,19075,251
2024-12-03,Organic/SEO,10.77,964,27
2024-12-03,Email/Referral,25.06,2311,72
2024-12-04,Meta Ads,250.21,31921,709
2024-12-04,Google Ads,273.34,28122,525
2024-12-04,Influencer,173.49,14246,489
2024-12-04,Organic/SEO,23.56,2496,64
2024-12-04,Email/Referral,10.95,1213,42
2024-12-05,Meta Ads,242.25,29878,623
2024-12-05,Google Ads,261.95,24176,526
2024-12-05,Influencer,185.48,17011,440
2024-12-05,Organic/SEO,21.81,2484,63
2024-12-05,Email/Referral,20.05,1624,52
2024-12-06,Meta Ads,344.5,31160,633
2024-12-06,Google Ads,278.96,38720,1307
2024-12-06,Influencer,178.5,15976,525
2024-12-06,Organic/SEO,29.08,2984,59
2024-12-06,Email/Referral,19.04,2272,37
2024-12-07,Meta Ads,205.57,18187,381
2024-12-07,Google Ads,208.61,26257,332
2024-12-07,Influencer,180.07,24078,787
2024-12-07,Organic/SEO,25.75,2225,46
2024-12-07,Email/Referral,11.15,1552,28
2024-12-08,Meta Ads,302.75,38377,1267
2024-12-08,Google Ads,276.8,33346,721
2024-12-08,Influencer,153.11,13113,420
2024-12-08,Organic/SEO,21.05,1734,57
2024-12-08,Email/Referral,19.74,2607,81
2024-12-09,Meta Ads,342.56,28666,463
2024-12-09,Google Ads,294.08,39388,844
2024-12-09,Influencer,138.82,12564,429
2024-12-09,Organic/SEO,13.12,1199,31
2024-12-09,Email/Referral,13.83,1885,19
2024-12-10,Meta Ads,202.59,22344,496
2024-12-10,Google Ads,191.52,21004,426
2024-12-10,Influencer,177.72,14316,492
2024-12-10,Organic/SEO,22.99,2048,22
2024-12-10,Email/Referral,20.91,1967,34
2024-12-11,Meta Ads,243.96,29033,692
2024-12-11,Google Ads,179.23,20000,595
2024-12-11,Influencer,107.82,14381,351
2024-12-11,Organic/SEO,30.81,2738,95
2024-12-11,Email/Referral,23.46,2675,61
2024-12-12,Meta Ads,205.69,28051,732
2024-12-12,Google Ads,181.19,14722,165
2024-12-12,Influencer,153.45,17929,403
2024-12-12,Organic/SEO,15.36,1718,39
2024-12-12,Email/Referral,8.47,821,9
2024-12-13,Meta Ads,357.15,44112,1539
2024-12-13,Google Ads,211.51,28069,703
2024-12-13,Influencer,139.95,13064,371
2024-12-13,Organic/SEO,29.7,2795,40
2024-12-13,Email/Referral,24.71,3425,98
2024-12-14,Meta Ads,250.78,26381,517
2024-12-14,Google Ads,290.7,36710,907
2024-12-14,Influencer,124.56,16974,446
2024-12-14,Organic/SEO,31.29,3592,109
2024-12-14,Email/Referral,27.51,2757,94
2024-12-15,Meta Ads,205.39,25904,884
2024-12-15,Google Ads,216.8,25774,620
2024-12-15,Influencer,166.59,21984,551
2024-12-15,Organic/SEO,27.58,2723,42
2024-12-15,Email/Referral,18.34,2212,32
2024-12-16,Meta Ads,319.16,33079,988
2024-12-16,Google Ads,173.3,20809,546
2024-12-16,Influencer,182.1,22362,668
2024-12-16,Organic/SEO,29.71,3580,61
2024-12-16,Email/Referral,28.87,3604,74
2024-12-17,Meta Ads,324.38,42838,1473
2024-12-17,Google Ads,305.14,30367,623
2024-12-17,Influencer,110.26,10458,335
2024-12-17,Organic/SEO,16.66,1953,52
2024-12-17,Email/Referral,26.76,2434,42
2024-12-18,Meta Ads,279.07,28434,983
2024-12-18,Google Ads,288.23,31354,1002
2024-12-18,Influencer,130.84,16636,259
2024-12-18,Organic/SEO,26.54,2850,36
2024-12-18,Email/Referral,14.56,1516,43
2024-12-19,Meta Ads,214.21,25613,714
2024-12-19,Google Ads,262.16,32937,476
2024-12-19,Influencer,151.53,20679,522
2024-12-19,Organic/SEO,22.67,2815,51
2024-12-19,Email/Referral,24.81,3348,34
2024-12-20,Meta Ads,351.96,32773,701
2024-12-20,Google Ads,290.74,37631,1215
2024-12-20,Influencer,182.05,19448,513
2024-12-20,Organic/SEO,17.37,1755,36
2024-12-20,Email/Referral,25.83,2843,86
2024-12-21,Meta Ads,330.37,26835,691
2024-12-21,Google Ads,230.87,24794,755
2024-12-21,Influencer,148.11,19718,548
2024-12-21,Organic/SEO,21.27,2664,29
2024-12-21,Email/Referral,8.65,735,15
2024-12-22,Meta Ads,242.29,33691,793
2024-12-22,Google Ads,263.39,25477,459
2024-12-22,Influencer,129.78,15823,345
2024-12-22,Organic/SEO,20.42,2358,68
2024-12-22,Email/Referral,10.17,1287,30
2024-12-23,Meta Ads,317.22,31611,639
2024-12-23,Google Ads,201.29,27930,626
2024-12-23,Influencer,186.86,20440,316
2024-12-23,Organic/SEO,20.18,1662,54
2024-12-23,Email/Referral,27.65,3416,86
2024-12-24,Meta Ads,301.8,42192,715
2024-12-24,Google Ads,280.27,32198,1107
2024-12-24,Influencer,172.32,24109,595
2024-12-24,Organic/SEO,12.91,1422,39
2024-12-24,Email/Referral,26.58,2127,48
2024-12-25,Meta Ads,242.25,32096,443
2024-12-25,Google Ads,263.97,25331,479
2024-12-25,Influencer,182.06,17191,212
2024-12-25,Organic/SEO,9.66,1065,27
2024-12-25,Email/Referral,15.86,1925,22
2024-12-26,Meta Ads,349.75,45115,1562
2024-12-26,Google Ads,302.86,30701,613
2024-12-26,Influencer,165.25,14549,259
2024-12-26,Organic/SEO,10.84,1163,27
2024-12-26,Email/Referral,13.07,1066,29
2024-12-27,Meta Ads,205.06,28381,441
2024-12-27,Google Ads,263.6,27964,321
2024-12-27,Influencer,141.6,15718,493
2024-12-27,Organic/SEO,25.58,2168,33
2024-12-27,Email/Referral,15.49,1347,28
2024-12-28,Meta Ads,371.69,41211,1176
2024-12-28,Google Ads,266.34,34889,537
2024-12-28,Influencer,165.93,22048,315
2024-12-28,Organic/SEO,16.32,2255,66
2024-12-28,Email/Referral,14.78,1682,33
2024-12-29,Meta Ads,286.27,29002,492
2024-12-29,Google Ads,265.17,33600,1070
2024-12-29,Influencer,114.22,14776,241
2024-12-29,Organic/SEO,18.26,2448,52
2024-12-29,Email/Referral,12.73,1140,24
2024-12-30,Meta Ads,333.39,46618,1383
2024-12-30,Google Ads,294.29,36747,1190
2024-12-30,Influencer,107.39,14583,290
2024-12-30,Organic/SEO,30.12,2546,70
2024-12-30,Email/Referral,25.66,3587,104
2024-12-31,Meta Ads,267.71,30367,581
2024-12-31,Google Ads,196.23,18624,289
2024-12-31,Influencer,148.22,19916,653
2024-12-31,Organic/SEO,9.31,789,12
2024-12-31,Email/Referral,14.12,1209,23
2025-01-01,Meta Ads,161.05,18470,435
2025-01-01,Google Ads,115.16,14094,432
2025-01-01,Influencer,69.44,5911,102
2025-01-01,Organic/SEO,6.0,648,9
2025-01-01,Email/Referral,10.15,946,26
2025-01-02,Meta Ads,109.63,12419,176
2025-01-02,Google Ads,89.33,11805,316
2025-01-02,Influencer,58.09,6961,176
2025-01-02,Organic/SEO,10.29,1082,34
2025-01-02,Email/Referral,7.38,766,13
2025-01-03,Meta Ads,177.9,24014,750
2025-01-03,Google Ads,150.27,20918,573
2025-01-03,Influencer,88.02,12231,124
2025-01-03,Organic/SEO,12.33,1533,50
2025-01-03,Email/Referral,15.52,2025,68
2025-01-04,Meta Ads,156.43,12579,129
2025-01-04,Google Ads,130.91,13891,295
2025-01-04,Influencer,71.93,9715,184
2025-01-04,Organic/SEO,15.17,2035,45
2025-01-04,Email/Referral,9.95,1250,34
2025-01-05,Meta Ads,137.26,11825,196
2025-01-05,Google Ads,99.27,9697,160
2025-01-05,Influencer,82.82,11368,308
2025-01-05,Organic/SEO,16.06,2040,57
2025-01-05,Email/Referral,9.53,948,29
2025-01-06,Meta Ads,190.22,20375,208
2025-01-06,Google Ads,149.88,14553,149
2025-01-06,Influencer,90.5,10049,272
2025-01-06,Organic/SEO,15.91,1789,40
2025-01-06,Email/Referral,7.96,782,23
2025-01-07,Meta Ads,148.32,13320,164
2025-01-07,Google Ads,125.43,13533,356
2025-01-07,Influencer,75.17,6660,151
2025-01-07,Organic/SEO,15.81,1416,38
2025-01-07,Email/Referral,11.82,1476,20
2025-01-08,Meta Ads,193.54,22694,707
2025-01-08,Google Ads,108.12,13446,397
2025-01-08,Influencer,71.79,7397,195
2025-01-08,Organic/SEO,5.44,675,7
2025-01-08,Email/Referral,6.68,800,9
2025-01-09,Meta Ads,196.32,25934,665
2025-01-09,Google Ads,151.91,20242,333
2025-01-09,Influencer,92.54,8484,172
2025-01-09,Organic/SEO,11.37,1396,15
2025-01-09,Email/Referral,7.95,926,17
2025-01-10,Meta Ads,178.25,21229,336
2025-01-10,Google Ads,100.41,11822,251
2025-01-10,Influencer,61.31,6105,107
2025-01-10,Organic/SEO,5.63,635,18
2025-01-10,Email/Referral,11.59,1501,19
2025-01-11,Meta Ads,147.09,17145,461
2025-01-11,Google Ads,142.48,17630,463
2025-01-11,Influencer,57.88,7045,198
2025-01-11,Organic/SEO,16.92,2057,55
2025-01-11,Email/Referral,10.81,1427,49
2025-01-12,Meta Ads,178.62,20853,249
2025-01-12,Google Ads,144.85,17746,521
2025-01-12,Influencer,59.27,7066,122
2025-01-12,Organic/SEO,13.94,1316,35
2025-01-12,Email/Referral,8.01,645,16
2025-01-13,Meta Ads,117.5,14048,465
2025-01-13,Google Ads,163.4,15384,465
2025-01-13,Influencer,69.78,9352,277
2025-01-13,Organic/SEO,5.19,541,9
2025-01-13,Email/Referral,14.26,1491,40
2025-01-14,Meta Ads,162.4,22498,752
2025-01-14,Google Ads,121.97,15052,462
2025-01-14,Influencer,94.81,7972,139
2025-01-14,Organic/SEO,8.33,883,12
2025-01-14,Email/Referral,10.58,1267,28
2025-01-15,Meta Ads,168.22,14128,450
2025-01-15,Google Ads,161.09,18859,604
2025-01-15,Influencer,59.58,7617,98
2025-01-15,Organic/SEO,9.45,939,23
2025-01-15,Email/Referral,8.09,956,18
2025-01-16,Meta Ads,186.12,21968,337
2025-01-16,Google Ads,114.96,15041,295
2025-01-16,Influencer,78.14,9293,173
2025-01-16,Organic/SEO,8.0,868,13
2025-01-16,Email/Referral,7.87,658,11
2025-01-17,Meta Ads,136.54,18802,465
2025-01-17,Google Ads,149.48,12365,156
2025-01-17,Influencer,90.94,10677,157
2025-01-17,Organic/SEO,9.41,1056,32
2025-01-17,Email/Referral,5.02,581,16
2025-01-18,Meta Ads,196.87,25283,427
2025-01-18,Google Ads,143.53,18055,509
2025-01-18,Influencer,91.19,12239,152
2025-01-18,Organic/SEO,5.59,714,11
2025-01-18,Email/Referral,5.0,520,15
2025-01-19,Meta Ads,118.72,14283,144
2025-01-19,Google Ads,97.64,9866,119
2025-01-19,Influencer,92.38,12179,351
2025-01-19,Organic/SEO,7.34,817,11
2025-01-19,Email/Referral,7.84,869,24
2025-01-20,Meta Ads,115.79,11324,375
2025-01-20,Google Ads,122.08,16643,578
2025-01-20,Influencer,77.72,7560,225
2025-01-20,Organic/SEO,6.28,597,17
2025-01-20,Email/Referral,9.78,900,23
2025-01-21,Meta Ads,174.37,15258,258
2025-01-21,Google Ads,106.18,10914,317
2025-01-21,Influencer,86.31,10335,104
2025-01-21,Organic/SEO,6.06,565,9
2025-01-21,Email/Referral,6.12,640,7
2025-01-22,Meta Ads,175.95,22391,545
2025-01-22,Google Ads,96.11,12821,437
2025-01-22,Influencer,62.84,7683,238
2025-01-22,Organic/SEO,11.13,1106,24
2025-01-22,Email/Referral,10.78,1121,37
2025-01-23,Meta Ads,175.39,16570,408
2025-01-23,Google Ads,141.93,12547,237
2025-01-23,Influencer,95.11,10845,167
2025-01-23,Organic/SEO,5.82,646,15
2025-01-23,Email/Referral,8.51,1002,11
2025-01-24,Meta Ads,120.42,13580,156
2025-01-24,Google Ads,156.64,13867,372
2025-01-24,Influencer,71.51,7436,216
2025-01-24,Organic/SEO,10.62,1311,29
2025-01-24,Email/Referral,11.81,1483,37
2025-01-25,Meta Ads,163.61,20836,702
2025-01-25,Google Ads,118.07,13534,164
2025-01-25,Influencer,70.02,7332,226
2025-01-25,Organic/SEO,10.8,1337,14
2025-01-25,Email/Referral,10.17,1363,21
2025-01-26,Meta Ads,109.99,11659,321
2025-01-26,Google Ads,124.02,13344,356
2025-01-26,Influencer,65.23,8161,112
2025-01-26,Organic/SEO,9.3,1110,34
2025-01-26,Email/Referral,14.34,1768,33
2025-01-27,Meta Ads,118.33,11005,347
2025-01-27,Google Ads,154.84,21227,252
2025-01-27,Influencer,78.19,9298,258
2025-01-27,Organic/SEO,12.46,1572,29
2025-01-27,Email/Referral,6.54,603,6
2025-01-28,Meta Ads,139.26,11907,214
2025-01-28,Google Ads,137.31,18354,568
2025-01-28,Influencer,65.15,5736,85
2025-01-28,Organic/SEO,16.63,1878,27
2025-01-28,Email/Referral,14.97,1552,50
2025-01-29,Meta Ads,131.03,13573,307
2025-01-29,Google Ads,157.54,20815,507
2025-01-29,Influencer,63.73,6640,228
2025-01-29,Organic/SEO,12.0,1522,32
2025-01-29,Email/Referral,11.03,1166,32
2025-01-30,Meta Ads,185.27,20461,450
2025-01-30,Google Ads,115.28,10447,349
2025-01-30,Influencer,68.06,8714,242
2025-01-30,Organic/SEO,14.33,1951,49
2025-01-30,Email/Referral,15.7,1413,36
2025-01-31,Meta Ads,177.99,17140,488
2025-01-31,Google Ads,148.8,19324,344
2025-01-31,Influencer,84.84,8335,237
2025-01-31,Organic/SEO,10.15,1175,23
2025-01-31,Email/Referral,6.32,573,6
2025-02-01,Meta Ads,192.75,25234,265
2025-02-01,Google Ads,110.96,11922,339
2025-02-01,Influencer,71.52,6887,108
2025-02-01,Organic/SEO,10.99,1027,19
2025-02-01,Email/Referral,15.93,1858,22
2025-02-02,Meta Ads,194.88,21168,706
2025-02-02,Google Ads,131.04,16192,457
2025-02-02,Influencer,74.96,10059,224
2025-02-02,Organic/SEO,15.18,1347,22
2025-02-02,Email/Referral,13.79,1367,30
2025-02-03,Meta Ads,166.39,19706,437
2025-02-03,Google Ads,105.41,12541,257
2025-02-03,Influencer,81.45,6976,108
2025-02-03,Organic/SEO,8.36,1137,23
2025-02-03,Email/Referral,5.63,497,5
2025-02-04,Meta Ads,189.6,17291,388
2025-02-04,Google Ads,138.31,17735,319
2025-02-04,Influencer,87.75,10817,225
2025-02-04,Organic/SEO,16.9,2022,40
2025-02-04,Email/Referral,12.56,1733,45
2025-02-05,Meta Ads,223.74,20298,448
2025-02-05,Google Ads,186.78,18557,634
2025-02-05,Influencer,68.24,9155,193
2025-02-05,Organic/SEO,6.11,811,13
2025-02-05,Email/Referral,5.33,469,12
2025-02-06,Meta Ads,231.6,20076,432
2025-02-06,Google Ads,121.26,15121,195
2025-02-06,Influencer,75.95,6971,166
2025-02-06,Organic/SEO,18.1,2003,22
2025-02-06,Email/Referral,13.45,1719,22
2025-02-07,Meta Ads,133.85,12216,350
